user_id,username,post_count,total_words,avg_word_count,avg_sentence_length,avg_punctuation,avg_uppercase_ratio,avg_digit_count,forums_used,topics_used
75,DrGonzo,2,385.0,192.5,11.75,41.5,0.028399999999999998,27.0,1,1
76,torrican,2,530.0,265.0,15.27,47.5,0.0544,11.5,2,2
77,Anonamouse,2,709.0,354.5,17.07,102.0,0.11280000000000001,69.5,1,1
80,falconry,2,292.0,146.0,11.25,55.0,0.11945,136.5,2,2
81,Scattermind,2,996.0,498.0,13.59,104.0,0.04015,21.5,2,2
83,incognito33,2,332.0,166.0,27.115000000000002,14.0,0.02085,3.5,2,2
84,Mammon,2,409.0,204.5,5.945,90.0,0.05835,25.5,2,2
85,illusion,2,32.0,16.0,16.0,1.5,0.030350000000000002,0.5,2,2
89,testusr111,2,170.0,85.0,13.809999999999999,15.0,0.0605,4.0,1,1
90,tanved,2,35.0,17.5,14.75,4.5,0.0314,0.0,1,1
91,DanAnon,2,211.0,105.5,29.375,18.0,0.07045,0.0,2,2
92,buyer111,2,363.0,181.5,20.555,26.0,0.02365,18.5,2,2
93,aphrodite,2,247.0,123.5,14.82,23.0,0.02985,2.5,2,2
94,blodynipple,2,96.0,48.0,8.0,11.0,0.04675,1.0,1,1
95,cardocrypto,2,486.0,243.0,19.075,38.0,0.16474999999999998,387.5,2,2
97,mexxx,2,109.0,54.5,10.415,9.5,0.11415,0.0,1,1
98,GetRichFast,2,292.0,146.0,18.25,19.5,0.02775,5.5,1,1
99,keysagogo,2,409.0,204.5,20.965,40.0,0.036000000000000004,5.0,2,2
100,Breakingbad,2,225.0,112.5,19.355,18.5,0.05875,3.5,2,2
101,RandyMarsh,1,20.0,20.0,10.0,3.0,0.0274,0.0,1,1
102,johnjones,2,1130.0,565.0,37.79,159.5,0.05095,216.5,2,2
103,ihatejokes,2,290.0,145.0,15.309999999999999,19.5,0.025849999999999998,4.0,2,2
104,01596p,2,1289.0,644.5,11.435,140.5,0.059800000000000006,28.5,2,2
105,greenpercent,2,595.0,297.5,17.869999999999997,76.5,0.056150000000000005,60.0,2,2
106,sharealot,2,27.0,13.5,11.25,3.0,0.00545,0.0,1,2
108,rrelite,2,603.0,301.5,29.47,26.5,0.0077,5.5,2,2
109,jeanbenoit,2,240.0,120.0,11.21,30.0,0.0193,1.5,1,2
110,makikaki,2,2574.0,1287.0,14.044999999999998,861.5,0.14805000000000001,2545.5,1,1
111,crashoverride2,2,964.0,482.0,20.08,78.0,0.029650000000000003,8.0,2,2
113,giorgio3333,2,125.0,62.5,10.085,10.0,0.0177,4.5,2,2
114,Regus89,2,611.0,305.5,22.865000000000002,49.0,0.0378,17.0,1,1
115,prozac,2,147.0,73.5,17.4,36.5,0.2304,112.5,2,2
116,Mysterycode,2,125.0,62.5,11.415,12.0,0.0314,0.0,2,2
117,donmark,2,267.0,133.5,8.870000000000001,23.5,0.0533,0.0,2,2
118,juiceman,2,142.0,71.0,22.75,5.5,0.03615,0.0,2,2
119,prozac2,2,259.0,129.5,20.43,44.5,0.2428,99.5,2,2
120,qwerty,2,43.0,21.5,6.415,6.0,0.041800000000000004,1.0,2,2
121,mrmojo,2,80.0,40.0,10.835,5.0,0.04005,0.5,1,2
123,anonbearzinho,2,725.0,362.5,28.1,114.0,0.12875,117.5,1,1
125,suchachore,2,931.0,465.5,16.92,66.5,0.04135,15.0,2,2
126,computaguy99,2,199.0,99.5,21.21,9.5,0.0305,2.0,2,2
127,wh1t3b04rd87,2,97.0,48.5,15.0,8.0,0.031100000000000003,1.0,1,1
128,IronHeart,2,854.0,427.0,10.73,135.0,0.0395,240.0,1,1
129,munsterman,2,507.0,253.5,7.685,92.5,0.0581,42.5,2,2
130,Alfred_B,2,108.0,54.0,11.46,11.5,0.0615,2.0,1,1
131,linas879,2,219.0,109.5,12.84,30.5,0.07055,1.5,2,2
133,masonmoore,2,294.0,147.0,17.935000000000002,25.0,0.027200000000000002,4.0,2,2
134,my_eye,1,4.0,4.0,4.0,1.0,0.0,0.0,1,1
135,Green,2,1275.0,637.5,21.335,93.0,0.02085,20.5,1,1
138,DarkBear,2,452.0,226.0,16.71,43.5,0.02175,7.5,2,2
139,Brick,2,420.0,210.0,23.33,128.0,0.2212,111.0,2,2
141,dima,2,772.0,386.0,16.005,49.5,0.01995,8.0,1,1
142,A9987768,1,4.0,4.0,4.0,1.0,0.0,0.0,1,1
143,anony,2,354.0,177.0,32.735,142.5,0.21159999999999998,16.0,1,2
144,bestamazonaccts,1,64.0,64.0,32.0,6.0,0.5296,1.0,1,1
145,philmacrackin,2,285.0,142.5,14.879999999999999,15.0,0.03605,0.0,1,1
146,Ricky,2,391.0,195.5,43.28,9.0,0.0098,3.5,2,2
147,Cairo,2,16.0,8.0,2.625,3.5,0.40625,1.0,1,1
148,auntym,2,441.0,220.5,20.26,34.0,0.0266,9.0,1,1
151,tw0st,2,153.0,76.5,12.815,18.0,0.02425,7.0,2,2
152,Underground,2,230.0,115.0,23.165,21.5,0.0581,3.5,2,2
153,andigatel,2,596.0,298.0,15.67,39.5,0.09179999999999999,14.0,2,2
155,yopley1384,2,296.0,148.0,18.83,28.0,0.0353,0.5,2,2
157,alpha02,2,232.0,116.0,11.445,29.5,0.07250000000000001,1.0,2,2
158,pureone,2,252.0,126.0,16.17,30.0,0.057749999999999996,7.0,2,2
159,amando,2,990.0,495.0,24.325,165.0,0.18915,911.0,2,2
160,SniperFox,2,377.0,188.5,18.585,26.0,0.04245,10.5,2,2
162,jackson,2,11.0,5.5,5.5,0.5,0.0185,0.0,2,2
163,thaiii,2,57.0,28.5,11.585,4.0,0.01715,3.0,1,1
166,willyclock,2,468.0,234.0,40.665,32.0,0.0336,12.5,2,2
167,Easy_B,1,18.0,18.0,4.5,5.0,0.1017,1.0,1,1
169,jokowi,2,1245.0,622.5,10.545,409.5,0.1485,460.5,1,1
171,sillyrascal,2,461.0,230.5,17.240000000000002,34.5,0.02165,1.0,2,2
174,Ashitaka,2,389.0,194.5,12.175,157.0,0.0855,133.0,2,2
175,FleurDuMal,1,13.0,13.0,4.33,3.0,0.0556,0.0,1,1
178,ray-mon,2,72.0,36.0,10.585,12.5,0.042300000000000004,0.0,2,2
179,camel,2,386.0,193.0,18.94,35.5,0.03175,3.5,1,1
180,Heisman,2,357.0,178.5,14.895,22.5,0.04055,6.5,2,2
182,riley3,2,382.0,191.0,15.335,25.0,0.01715,1.5,1,1
183,Xperia,2,39.0,19.5,19.5,1.5,0.053500000000000006,0.0,2,2
184,affhous,2,378.0,189.0,13.370000000000001,34.5,0.0341,2.0,2,2
185,fake,2,391.0,195.5,21.79,31.0,0.01115,4.0,1,1
186,mobmaster123,2,14.0,7.0,7.0,1.0,0.0319,0.0,2,2
187,ucard,2,2227.0,1113.5,13.97,200.5,0.3421,33.0,1,1
188,thunder212,2,138.0,69.0,19.5,4.5,0.023350000000000003,4.5,2,2
189,Avry,2,290.0,145.0,16.325,36.0,0.026299999999999997,13.5,2,2
190,wednesdaynight,1,4.0,4.0,4.0,2.0,0.0714,2.0,1,1
191,ShadowG1,1,50.0,50.0,12.5,4.0,0.0265,0.0,1,1
192,psyclerdude,2,470.0,235.0,16.36,20.0,0.03485,1.0,1,2
193,cqrderfr,2,166.0,83.0,27.665,9.0,0.048,4.5,2,2
194,joedaplumber,2,363.0,181.5,16.28,34.5,0.03185,5.5,2,2
195,GoldenVampire,2,71.0,35.5,15.415,7.5,0.0416,0.5,2,2
197,DaVinci,2,186.0,93.0,10.95,19.5,0.07020000000000001,3.0,1,1
198,Ricky-Spanish,2,143.0,71.5,15.825,53.0,0.51665,111.0,2,2
199,Gold,2,562.0,281.0,18.61,41.0,0.020249999999999997,2.0,1,1
200,ozandjess,2,282.0,141.0,70.5,12.5,0.01525,13.0,1,1
203,grayraven,1,19.0,19.0,9.5,5.0,0.0421,0.0,1,1
204,TitusPullo,2,264.0,132.0,15.985,23.0,0.00925,7.5,2,2
205,zozja,2,320.0,160.0,11.605,20.0,0.0348,1.0,2,2
206,gunnerstatz,2,326.0,163.0,16.17,31.0,0.05045,2.5,2,2
207,afsr,2,529.0,264.5,14.825,48.0,0.03485,4.0,1,2
208,qwerty991,2,12.0,6.0,6.0,1.0,0.15215,0.0,1,1
209,EauDeToilette,1,67.0,67.0,11.17,9.0,0.0294,0.0,1,1
210,duggy142,2,42.0,21.0,6.375,2.5,0.00265,0.0,1,1
211,450braiseit,2,394.0,197.0,11.5,63.5,0.04235,41.5,2,2
212,coconutoil,2,172.0,86.0,10.76,17.0,0.10300000000000001,5.0,2,2
213,toroloco,1,6.0,6.0,6.0,1.0,0.0,0.0,1,1
215,blackfire,1,1.0,1.0,1.0,4.0,0.0,0.0,1,1
216,membrane,2,113.0,56.5,10.265,9.0,0.03565,14.0,2,2
218,MrFox,2,24.0,12.0,12.0,1.5,0.0525,0.0,1,1
219,lansky,2,437.0,218.5,28.155,41.5,0.04525,11.5,2,2
221,weesel,1,29.0,29.0,14.5,4.0,0.0603,0.0,1,1
222,messiahthedon,1,6.0,6.0,6.0,2.0,0.0,0.0,1,1
225,DavinciCode007,2,1268.0,634.0,19.305,83.0,0.0605,44.5,2,2
226,GH0ST0WL,2,1175.0,587.5,14.39,121.5,0.2395,52.0,1,1
228,sup3rnova,2,635.0,317.5,20.525,57.5,0.0404,12.0,2,2
229,vize425,2,257.0,128.5,20.655,20.5,0.0245,3.0,2,2
230,LaDeeGsus,1,56.0,56.0,18.67,18.0,0.0273,2.0,1,1
231,HSCOWHJ,2,374.0,187.0,13.495000000000001,43.5,0.0695,66.0,1,2
232,LinQue,2,750.0,375.0,17.425,71.5,0.0432,29.0,2,2
234,The_Real-PF,1,190.0,190.0,19.0,19.0,0.0043,12.0,1,1
236,Dajogs,2,224.0,112.0,20.345,14.5,0.046349999999999995,0.0,2,2
237,Straightflush,2,96.0,48.0,8.145,8.5,0.032049999999999995,1.5,1,2
239,Fairie,2,149.0,74.5,7.875,12.0,0.039150000000000004,1.5,2,2
240,Bullionaire,2,353.0,176.5,14.120000000000001,48.5,0.269,56.5,2,2
241,evolveduser,2,341.0,170.5,29.68,21.0,0.0162,2.5,2,2
242,boulzai,2,436.0,218.0,13.045,45.0,0.031149999999999997,11.0,1,1
243,Johnathanbates,2,420.0,210.0,47.29,29.5,0.00675,7.0,1,2
245,branbrain,2,179.0,89.5,29.83,17.5,0.0193,8.0,2,2
247,Jim1don,2,166.0,83.0,17.48,16.0,0.02665,2.5,2,2
248,jokr,1,19.0,19.0,6.33,6.0,0.1324,0.0,1,1
250,luxo,2,215.0,107.5,15.25,17.5,0.02635,13.5,2,2
252,Android_Au,2,225.0,112.5,10.175,30.0,0.0346,0.0,2,2
253,madcity,2,63.0,31.5,9.68,8.5,0.07715,0.0,2,2
255,maltivera,2,1320.0,660.0,13.21,131.5,0.02295,37.5,2,2
259,kanadakash,2,188.0,94.0,35.75,11.5,0.0262,1.5,2,2
260,Kryptonite,2,739.0,369.5,28.9,72.0,0.09194999999999999,33.5,2,2
261,clackclack,2,26.0,13.0,9.75,1.0,0.05495,0.0,1,2
262,Salem,2,26.0,13.0,8.5,1.5,0.0284,0.0,1,2
263,cardiedavid,2,411.0,205.5,12.425,53.5,0.052899999999999996,19.5,2,2
264,secret_hash,2,95.0,47.5,15.835,4.5,0.0237,0.0,2,2
265,Xavek,2,541.0,270.5,19.025,36.0,0.02385,6.0,1,1
266,themack,2,382.0,191.0,18.085,44.0,0.028399999999999998,18.0,2,2
267,nile07,2,669.0,334.5,11.34,91.5,0.0993,37.0,2,2
268,sinz,2,1128.0,564.0,33.965,81.0,0.02135,34.0,2,2
269,Evolution,1,35.0,35.0,8.75,5.0,0.0388,0.0,1,1
270,FoxTom,2,3440.0,1720.0,16.009999999999998,393.0,0.04025,124.5,2,2
271,ibuy456,2,139.0,69.5,13.895,13.5,0.0332,4.5,2,2
272,Furs,2,20.0,10.0,7.75,1.5,0.0378,0.0,2,2
273,borngborn,1,89.0,89.0,22.25,3.0,0.0395,0.0,1,1
274,mikeyJ,2,393.0,196.5,17.025,34.0,0.02435,14.0,2,2
275,Spanchbob,1,31.0,31.0,15.5,4.0,0.0084,2.0,1,1
276,x5t0rMx,2,69.0,34.5,23.25,3.0,0.0182,0.5,2,2
277,DoubleT,2,613.0,306.5,21.515,50.0,0.04765,28.5,2,2
278,Kable,2,2021.0,1010.5,15.205,276.0,0.0487,40.5,2,2
280,Oniontor122,2,241.0,120.5,27.785,24.5,0.012750000000000001,3.5,2,2
281,forsaken103,1,53.0,53.0,7.57,9.0,0.0728,2.0,1,1
282,susp3kt,2,870.0,435.0,12.719999999999999,95.5,0.026,18.5,2,2
283,LUIGiTheGreat,1,10.0,10.0,2.5,4.0,0.4,0.0,1,1
284,TalkinBoutMyGirl,2,322.0,161.0,16.245,34.5,0.042499999999999996,3.0,1,1
285,Jackbauer,1,8.0,8.0,8.0,1.0,0.0256,0.0,1,1
286,hum11,2,2568.0,1284.0,6.915,1229.0,0.014499999999999999,31.5,2,2
287,poptart,2,305.0,152.5,17.82,20.0,0.00715,12.0,2,2
288,Hello,1,10.0,10.0,10.0,4.0,0.0294,0.0,1,1
291,mexvan,2,808.0,404.0,15.695,92.0,0.0456,36.0,2,2
292,Churchshoes,2,105.0,52.5,52.5,6.0,0.00295,4.0,2,2
293,Maddygirl,2,51.0,25.5,13.875,5.5,0.0341,0.5,1,1
294,Ron_Burgundy,2,138.0,69.0,9.015,19.0,0.045149999999999996,2.0,1,1
297,Zayy23,2,302.0,151.0,51.525,44.0,0.08199999999999999,21.0,2,2
300,howlingmonkey,2,1018.0,509.0,18.955,174.0,0.0937,149.0,1,1
302,sinordos,2,485.0,242.5,17.325,38.0,0.02275,5.5,2,2
303,jack-banker,2,192.0,96.0,17.815,15.5,0.048549999999999996,4.5,1,2
304,mrmagoo3,2,50.0,25.0,7.875,8.0,0.0435,1.0,2,2
306,pepero,2,328.0,164.0,16.564999999999998,25.0,0.0269,5.0,2,2
307,FliP,2,497.0,248.5,18.785,51.5,0.1005,0.0,1,2
308,maybe1233,2,605.0,302.5,20.905,53.5,0.03635,9.0,2,2
309,brinkmaskey,2,60.0,30.0,9.125,5.5,0.01785,0.0,1,2
311,nightsunstrider,2,202.0,101.0,22.425,11.0,0.02875,4.5,2,2
312,raskelly,2,121.0,60.5,30.25,12.5,0.07295,16.0,2,2
314,youngstarr,2,267.0,133.5,20.75,17.5,0.036199999999999996,5.5,1,1
315,loklhrrp,1,14.0,14.0,14.0,3.0,0.0833,18.0,1,1
316,3dollar,2,562.0,281.0,19.125,85.0,0.10645,81.0,1,1
317,Ideal,2,527.0,263.5,20.275,46.5,0.0441,10.0,2,2
319,Willpower,2,468.0,234.0,25.57,90.0,0.41205,232.0,2,2
320,test02,2,2.0,1.0,1.0,0.0,0.1667,0.0,1,1
321,zulualpha,2,172.0,86.0,21.5,11.0,0.01775,0.0,1,2
322,the_dude2,2,499.0,249.5,23.205,39.5,0.0348,6.5,2,2
323,juliabela,2,270.0,135.0,9.525,60.5,0.0997,10.5,1,1
324,Afanasi,2,2.0,1.0,1.0,0.0,0.1667,0.0,2,2
325,MikhailX,1,36.0,36.0,9.0,9.0,0.1905,2.0,1,1
326,CecilRhodes,2,841.0,420.5,22.134999999999998,69.0,0.02535,27.5,2,2
328,frapedaki12,2,508.0,254.0,15.11,60.5,0.02525,13.5,2,2
329,kron1k,2,118.0,59.0,21.875,6.5,0.0,5.0,1,1
330,zabymes,2,137.0,68.5,9.14,15.0,0.0259,2.5,2,2
331,cashreaper,2,424.0,212.0,15.334999999999999,33.0,0.0388,7.0,2,2
333,CashCash,2,228.0,114.0,15.634999999999998,20.5,0.04345,9.5,1,1
334,Sneak,2,100.0,50.0,8.815,11.0,0.028699999999999996,0.0,1,1
335,MansaMusa,2,874.0,437.0,19.445,78.5,0.03925,27.0,2,2
336,kakuzu,2,90.0,45.0,9.79,14.0,0.06130000000000001,14.5,2,2
338,4ballz,2,191.0,95.5,19.945,11.0,0.022350000000000002,0.0,2,2
339,mercenary122,2,311.0,155.5,25.89,20.5,0.0527,8.0,2,2
340,brulz8,2,792.0,396.0,11.629999999999999,171.0,0.24745,146.5,1,2
341,Blackgold,2,121.0,60.5,10.385,16.0,0.0465,9.0,1,2
345,bobsacremento,2,439.0,219.5,15.68,31.5,0.045899999999999996,2.0,2,2
346,EdmondDantes,2,108.0,54.0,12.3,12.0,0.03755,1.0,1,2
348,pendragon,2,92.0,46.0,15.0,9.0,0.06965,4.0,1,2
352,bobspender300,2,18.0,9.0,7.25,2.5,0.04325,0.0,2,2
353,Alphago,2,123.0,61.5,13.45,21.0,0.14065,3.5,2,2
354,deAlchemist,1,2.0,2.0,2.0,0.0,0.0,0.0,1,1
355,justAthief,2,635.0,317.5,14.2,60.5,0.03235,3.5,1,2
356,CardingPDF,1,40.0,40.0,13.33,18.0,0.0114,15.0,1,1
357,Season,1,13.0,13.0,6.5,2.0,0.0364,0.0,1,1
358,CiatronicSR,2,126.0,63.0,10.98,13.5,0.03805,1.5,2,2
359,CowBe11s,2,488.0,244.0,14.655000000000001,78.0,0.11395000000000001,185.5,2,2
360,monayman,2,158.0,79.0,25.625,10.0,0.01795,1.5,2,2
361,jahoda,2,293.0,146.5,29.28,27.0,0.035949999999999996,10.0,2,2
362,realbro,2,359.0,179.5,12.75,56.0,0.042550000000000004,16.0,1,1
363,zebbie,2,103.0,51.5,11.93,7.5,0.057050000000000003,6.0,2,2
367,jdiamond,2,59.0,29.5,9.875,5.5,0.06295,1.0,2,2
370,zelda101,2,291.0,145.5,58.335,22.5,0.01565,5.5,1,1
371,Urkabio5,2,45.0,22.5,12.5,3.5,0.03165,0.0,1,1
373,imahuman,2,157.0,78.5,17.475,12.5,0.022250000000000002,5.5,1,2
376,mopteam,2,514.0,257.0,12.955,65.5,0.033600000000000005,19.0,2,2
377,alias99,2,145.0,72.5,13.485,8.5,0.011899999999999999,7.0,2,2
379,kashu,2,104.0,52.0,20.5,8.0,0.0248,4.5,2,2
382,nukefile,2,628.0,314.0,18.875,63.0,0.03135,40.0,2,2
383,31337,1,12.0,12.0,6.0,4.0,0.0833,0.0,1,1
384,lollol,2,196.0,98.0,13.1,23.5,0.03455,0.0,2,2
385,Mr-Muffin-Man,1,21.0,21.0,10.5,3.0,0.046,0.0,1,1
386,KarateChop,2,86.0,43.0,12.0,3.5,0.02975,2.5,1,1
387,zlobnijg,1,16.0,16.0,8.0,5.0,0.05,0.0,1,1
389,speedy,2,314.0,157.0,15.18,71.5,0.19265,82.0,1,1
390,morgandunn,2,308.0,154.0,14.22,27.5,0.03165,2.5,2,2
392,mikeycostanza,2,251.0,125.5,12.525,26.0,0.0517,5.5,2,2
393,FRIM,2,507.0,253.5,12.95,44.5,0.03955,3.5,2,2
394,snoopez,2,234.0,117.0,13.65,15.0,0.0427,1.5,2,2
397,CashOut,2,166.0,83.0,7.705,22.0,0.09294999999999999,9.5,2,2
398,clear,2,424.0,212.0,60.285,65.5,0.26125,252.5,2,2
399,Altair,2,455.0,227.5,41.445,38.0,0.032850000000000004,18.0,2,2
400,anno333,2,38.0,19.0,11.5,3.0,0.00375,0.0,2,2
401,SierraRomeo,2,434.0,217.0,14.485,42.5,0.0339,13.5,1,1
402,chuckfinley,2,676.0,338.0,14.115,58.0,0.04045,50.0,2,2
405,Y8c4it4657E375U,2,296.0,148.0,13.969999999999999,36.0,0.022199999999999998,16.0,2,2
407,Dr_Acula,2,428.0,214.0,20.215,54.5,0.1801,45.0,2,2
411,railguycc,2,221.0,110.5,18.3,17.0,0.05145,0.0,1,2
412,JIBZYFARGO,2,337.0,168.5,26.44,23.0,0.0267,0.0,2,2
416,monkeydust,2,2762.0,1381.0,15.01,209.0,0.055,26.0,2,2
417,KingKoug,2,566.0,283.0,13.190000000000001,48.5,0.03325,6.0,1,1
418,usaAzz,1,5.0,5.0,5.0,0.0,0.0,0.0,1,1
419,hennesyyyy,1,91.0,91.0,13.0,13.0,0.0028,0.0,1,1
420,BROOKLYN,2,418.0,209.0,10.955,48.0,0.09415000000000001,23.0,1,2
421,gmAz,2,4.0,2.0,2.0,2.0,0.0,0.0,2,2
424,freddypace,1,10.0,10.0,10.0,2.0,0.1042,0.0,1,1
426,businesschap,2,78.0,39.0,11.665,4.5,0.06865,0.0,1,2
429,samuraiprint,2,1743.0,871.5,27.765,118.0,0.0283,49.0,1,1
431,martin2728282,2,206.0,103.0,14.025000000000002,35.5,0.0722,26.0,2,2
432,StockTrader,2,282.0,141.0,16.48,15.5,0.018000000000000002,5.0,1,1
433,jaffy1,1,33.0,33.0,8.25,6.0,0.0219,1.0,1,1
434,Leunt,2,74.0,37.0,12.335,8.0,0.062349999999999996,0.5,2,2
435,razor231231,2,289.0,144.5,25.689999999999998,15.5,0.057800000000000004,11.0,2,2
436,LandShark,1,30.0,30.0,10.0,4.0,0.0678,0.0,1,1
437,Cocainecowboy,2,1511.0,755.5,12.89,130.5,0.07275,145.5,1,1
440,cisco2014,2,398.0,199.0,15.6,35.0,0.0332,9.0,2,2
441,IMNOTTICKLE,2,258.0,129.0,14.375,19.5,0.04055,1.5,2,2
442,C2Cgrnd13,2,85.0,42.5,9.5,8.5,0.0238,0.5,2,2
444,daboss12,2,232.0,116.0,79.75,13.5,0.0206,15.0,2,2
445,Bogart,2,126.0,63.0,17.915,10.5,0.02825,4.0,2,2
450,LordPi,2,525.0,262.5,32.94,46.5,0.04715,11.5,2,2
451,Zinty,2,98.0,49.0,16.33,6.5,0.0411,0.0,2,2
453,TechStore,2,0.0,0.0,0.0,44.0,0.0,0.0,1,1
456,lolwhat,2,612.0,306.0,19.895,44.0,0.025800000000000003,1.5,2,2
457,lotus78,2,175.0,87.5,8.75,17.0,0.09695000000000001,12.0,1,2
459,NealCaffrey,2,347.0,173.5,11.469999999999999,37.0,0.04415,11.5,1,2
463,kim_tdgco,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
464,Mooner,2,194.0,97.0,16.655,20.0,0.05235,2.5,2,2
467,porkopine35,1,25.0,25.0,8.33,4.0,0.0795,0.0,1,1
470,turboklizma,2,616.0,308.0,12.635,84.5,0.021949999999999997,28.5,1,1
471,thearc,2,371.0,185.5,23.18,34.0,0.03615,5.5,1,2
474,ezpz,2,380.0,190.0,11.18,69.5,0.043250000000000004,32.5,1,1
475,Eenergy,2,739.0,369.5,18.235,175.5,0.1135,39.0,1,1
476,mikecrack,2,23.0,11.5,11.5,2.0,0.07545,0.5,1,1
479,n0unit,2,363.0,181.5,27.18,30.5,0.0157,170.5,2,2
483,a6n89,2,902.0,451.0,14.47,54.0,0.03755,21.0,1,1
484,BabyBlue,2,484.0,242.0,12.615,52.5,0.04875,5.5,2,2
486,someguy,1,13.0,13.0,13.0,2.0,0.0615,0.0,1,1
487,mlin,2,319.0,159.5,10.165,30.5,0.0247,18.0,2,2
489,yesman,2,519.0,259.5,17.16,31.5,0.02335,5.0,2,2
490,dudreks,2,212.0,106.0,16.4,20.0,0.033,5.5,2,2
491,xreole,2,542.0,271.0,21.880000000000003,53.5,0.03745,15.5,2,2
493,201679996,2,259.0,129.5,22.07,39.0,0.0403,29.0,2,2
496,Tw1st3d,2,520.0,260.0,13.33,66.5,0.027200000000000002,6.5,2,2
